dataset;data_type;binary_feature;fold;n;p;algorithm;penalty_type;lamb;g;simulation_seed;support_size;train_auc;test_auc;train_acc;test_acc;train_log_loss;test_log_loss;train_obj;test_obj;train_precision;train_recall;train_f1_score;train_exp_loss;test_exp_loss;train_duration;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;2;1e-05;NA;36;0.807635551543112;0.802044030933706;0.730640535372849;0.732663797226208;4473.43578216092;1130.20011455281;4545.52013669694;1202.28446908882;NA;NA;NA;8469.17914735871;2148.37718875089;18.0779116153717;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;3;1e-05;NA;25;0.803038167030533;0.799505409724646;0.731357552581262;0.731229076996652;4519.62856989209;1136.84517956024;4594.69511740942;1211.91172707757;NA;NA;NA;8507.7384862636;2144.05543570891;5.67517232894897;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;4;1e-05;NA;21;0.802001635108725;0.801188026965962;0.730879541108987;0.732185557149689;4530.40065726616;1133.17676395013;4614.46329117884;1217.23939786282;NA;NA;NA;8472.19407939586;2096.13106520568;7.94058346748352;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;5;1e-05;NA;17;0.799794581599821;0.799894836422418;0.727533460803059;0.730272596843615;4548.73698274891;1135.49585734392;4633.80313070711;1220.56200530211;NA;NA;NA;8455.99836216564;2083.65396584213;7.38777256011963;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;6;1e-05;NA;15;0.797207213701502;0.795529399878763;0.727891969407266;0.72883787661406;4567.50662451319;1145.1019248539;4657.57146149829;1235.166761839;NA;NA;NA;8411.55547744745;2090.54171702942;7.63425946235657;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;7;1e-05;NA;14;0.797300897765084;0.795552820588181;0.728369980879541;0.723577235772358;4569.42627542768;1144.90737370241;4667.49639011071;1242.97748838544;NA;NA;NA;8444.60055530069;2080.02196495738;5.41897559165955;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;0.8;0.001;NA;83;0.818526388297702;0.798393155642095;0.740081261950287;0.71975131516021;4365.96467444302;1141.26885836153;4444.42177525746;1219.72595917597;NA;NA;NA;8393.37753100213;2304.86491939079;54.0143666267395;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;1;0.001;NA;73;0.816254800056754;0.796059350833042;0.737810707456979;0.721664275466284;4391.96415270022;1145.84454336591;4475.81450417234;1229.69489483803;NA;NA;NA;8473.67431580587;2311.30439577895;52.7388234138489;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;2;0.001;NA;34;0.807081857272973;0.803051580668271;0.733269598470363;0.736011477761837;4478.93617937514;1128.76302565517;4554.17091694716;1203.9977632272;NA;NA;NA;8451.39588691719;2162.51801348277;9.16243386268616;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;3;0.001;NA;26;0.803591460819179;0.798071235694998;0.731835564053537;0.730272596843615;4515.76983595947;1140.69741128447;4600.0842287299;1225.01180405489;NA;NA;NA;8464.86074484224;2163.33455776216;6.64579200744629;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;4;0.001;NA;21;0.80203310151176;0.799750179099543;0.730640535372849;0.736489717838355;4530.96860204065;1137.91975482996;4620.96755307534;1227.91870586465;NA;NA;NA;8400.93754484691;2108.95110057512;7.78216433525085;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;5;0.001;NA;18;0.799974311972795;0.800303091533643;0.72848948374761;0.730750836920134;4545.48462975817;1135.34500334505;4641.60436828372;1231.46474187059;NA;NA;NA;8411.16647097943;2077.9146431306;7.59972071647644;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;6;0.001;NA;16;0.798390979783694;0.796946582413343;0.72741395793499;0.731229076996652;4557.5435147875;1142.64188499521;4659.74083793433;1244.83920814204;NA;NA;NA;8380.67811640612;2093.61762636181;7.37092924118042;
fico;real;TRUE;4;8368;1917;l0learn;L0L2;7;0.001;NA;14;0.79692361559269;0.794310604529841;0.728011472275335;0.727881396461023;4572.31613933616;1147.76404813486;4676.81655543553;1252.26446423423;NA;NA;NA;8362.56175768544;2089.38515337595;4.42435121536255;
